,total_rewards
1958,-83.20376744586974
1959,1.6786823235452175
1960,-111.58314842451364
1961,15.064730384969153
1962,-97.76502727837942
1963,-217.2070046234876
1964,-106.59154633677099
1965,-98.51142657626042
1966,-112.21330086211674
1967,-133.81008269102313
1968,-35.56863889680244
1969,-95.96378630865365
1970,-77.13570217613596
1971,-129.88136017264333
1972,-29.09707610544865
1973,-91.77685017837211
1974,-130.88976164907217
1975,-114.65067160194303
1976,-28.797297794371843
1977,-6.2363242828214425
1978,26.907450117898406
1979,-29.786501177586615
1980,26.779183285078034
1981,-48.80829843864194
1982,-46.99218913773075
1983,81.45907917164732
1984,-34.647880895179696
1985,-93.63389899767935
1986,-37.71908006258309
1987,1.4406660200329497
1988,-70.97644278034568
1989,-45.79840289321146
1990,-20.43250923526648
1991,-113.87879618014267
1992,5.957288926001638
1993,-72.5534455791967
1994,-76.32452790113166
1995,0.26908557473507244
1996,-74.55005012309994
1997,-108.56433290545829
1998,-119.582572407322
1999,-40.55485909571871
2000,22.452115323394537
2001,-133.95234962331597
2002,18.229773581959307
2003,-144.99035953794373
2004,-150.20586429617833
2005,-4.830178661752143
2006,-33.92538925539702
2007,-153.32140101818368
2008,-144.2382754360442
2009,-340.28323791199364
2010,-128.5551739744842
2011,-34.348645572245005
2012,-132.297923140286
2013,-184.2625798881054
2014,-169.93574955622898
2015,-69.69273282634094
2016,-162.08602035511285
2017,-73.79223622730933
2018,12.08239130070433
2019,-37.89218387310393
2020,18.415244007483125
2021,-89.11817816831172
2022,-277.1531786983833
2023,-17.55194199224934
2024,-143.73531987448223
2025,-98.17446910403669
2026,-109.53762158798054
2027,-29.374149355397094
2028,14.983157414302696
2029,-40.47100659296848
2030,-22.81000645493623
2031,-254.7503478974104
2032,4.332044276641682
2033,-74.37485903169727
2034,-129.04207568109268
2035,60.258319788466906
2036,34.975838019512594
2037,-79.38358443696052
2038,-139.12203384225722
2039,-6.279169599249144
2040,-64.44786168215796
2041,-110.28363451716723
2042,-11.402396440389566
2043,-49.16872555803275
2044,11.496366828214377
2045,-55.67635143006919
2046,-108.55758913839236
2047,16.27011713787215
2048,-112.88976841722615
2049,38.10802937117933
2050,-137.20692026405595
2051,-59.31893392255006
2052,-30.753682846669108
2053,-56.02167054300662
2054,8.971925862133503
2055,-117.04998021875508
2056,-1.9621992842294276
2057,-1.1590239312499762
2058,-95.1000102035905
2059,-52.77312476516818
2060,-29.801835614372976
2061,55.085561241954565
2062,2.4478019229136407
2063,-76.95648740674369
2064,-61.911778651643544
2065,23.879633089527488
2066,-185.4254768723622
2067,-112.79133495455608
2068,-111.81818030966679
2069,-50.2810770656215
2070,-100.03730135783553
2071,-114.27628435753286
2072,-68.78177449555369
2073,4.459161303937435
2074,-84.75055316639919
2075,-1.4843126265332103
2076,-114.30405094055459
2077,-96.21682098333258
2078,-86.7436404285254
2079,-145.2948279036209
2080,-63.45961869973689
2081,-102.95260801736731
2082,-84.03395945453667
2083,-88.18524039286422
2084,-29.612052402924746
2085,-240.80577390035614
2086,-1.894348794594407
2087,-31.955177925294265
2088,-21.30632845812943
2089,-114.45941322529688
2090,-96.5294697501231
2091,-27.602299491874874
2092,-53.08640096383169
2093,48.23227862996373
2094,-115.50353693700163
2095,-75.43333889049245
2096,-54.97277305461466
2097,-82.49936105811503
2098,19.23431030943175
2099,41.52465147059411
2100,-93.43011555296107
2101,-38.0780366063118
2102,53.383540752518456
2103,-102.5494160016533
2104,-124.13356389193359
2105,47.70306635904126
2106,-77.47948032082058
2107,-18.44614722300321
2108,-104.34717711885605
2109,-136.87437866197433
2110,-85.09030977799557
2111,-89.76650045462884
2112,-82.7400076885242
2113,73.86943034536671
2114,-97.88956977415364
2115,-76.13992151169805
2116,17.201328140683472
2117,-70.38247997948201
2118,-82.14654207596323
2119,-94.75882255772012
2120,28.693020083999727
2121,-95.02939997985959
2122,-64.35288567189127
2123,-52.993819565104786
2124,-91.19530911624315
2125,-70.39067784743384
2126,-49.74269221781287
2127,-93.11794646678027
2128,-77.29360284539871
2129,-91.7089188802056
2130,-109.70106334239244
2131,-76.46284891141113
2132,27.84575485624373
2133,15.228593815118074
2134,-60.94836672669044
2135,-86.41536240105052
2136,-56.33364050288219
2137,-52.74475660384633
2138,51.20579773961799
2139,-34.92048053021426
2140,-83.36511487595271
2141,-58.11453492974397
2142,-94.10423894820269
2143,79.75116164097562
2144,-76.1637511253357
2145,-67.84359288681298
2146,-11.710732970852405
2147,-91.83280462684343
2148,-6.948830421519233
2149,-100.37669198721414
2150,-79.16501110419631
2151,7.7694624212163035
2152,-60.25611603126163
2153,-68.76102981250733
2154,-58.47534296056256
2155,-121.48354546213523
2156,43.51907986995366
2157,-79.53242707671598
2158,-94.41430681128986
2159,-105.17888962011784
2160,76.32501320839219
2161,-113.4785253808368
2162,58.67368714003169
2163,-80.94725081766956
2164,-97.04218998679426
2165,-61.007700645859586
2166,-100.39106715006346
2167,138.14765454987355
2168,-61.284797261469066
2169,4.396855850936845
2170,-86.72601626248797
2171,-135.4352861214429
2172,30.369157684850506
2173,-103.69726459309459
2174,-28.576238249370363
2175,-94.66122132634337
2176,-115.07571433973499
2177,-90.6720784183126
2178,-117.22154635586776
2179,-85.45123289342155
2180,-121.36620250390843
2181,-195.70466336137906
2182,-117.24092003068654
2183,-81.54801988764666
2184,-131.90660245658364
2185,-123.55616448749788
2186,-58.78494853246957
2187,-98.48242443311028
2188,-37.385190283413976
2189,-95.03091523516923
2190,-95.40450690826401
2191,126.01050350558535
2192,-41.64877591072582
2193,-96.65060904895654
2194,33.346031442284584
2195,-115.92644715728238
2196,-86.79757233615965
2197,-145.2900742480997
2198,-62.914711814024486
2199,-121.28435203956906
2200,-111.19052975380328
2201,-46.18966832628939
2202,-45.784718502087344
2203,-71.27843750989996
2204,-244.07747262588236
2205,-56.89955459465273
2206,-64.1030861446634
2207,-110.12789227656322
2208,-104.01410524733365
2209,-105.75572603399632
2210,-77.58079589164117
2211,-45.855374448467046
2212,-137.71475349040702
2213,-133.32822347193724
2214,-115.0999929185491
2215,99.76133709319538
2216,-109.97739771357737
2217,-91.138464542164
2218,-82.00928553938866
2219,-30.834808433704893
2220,-106.7128948510508
2221,59.36474956799066
2222,-88.15460382391029
2223,-77.12980226799846
2224,-83.71976591832936
2225,-111.55086694308557
2226,-112.02330519119278
2227,-74.6716716683004
2228,-76.58679370849859
2229,-52.292648097500205
2230,272.4538793801112
2231,288.7351267389732
2232,-76.99205614390667
2233,-70.06531016132794
2234,-99.57236422470305
2235,-52.444537638220936
2236,-65.08249114925275
2237,88.57537989609591
2238,-109.83270801790059
2239,-101.39207713544602
2240,-77.67216776078567
2241,-96.46737832028884
2242,-73.98193054267904
2243,-106.69931861278747
2244,-86.24427675001789
2245,-108.92465677903965
2246,-32.5179983668786
2247,-23.04045588506051
2248,-65.62896831007674
2249,-93.0583061343059
2250,-82.82174026919529
2251,-94.12323255511001
2252,-24.209440213860944
2253,-95.6017419626005
2254,-62.92125896055586
2255,-69.77081993839238
2256,-51.640050963513204
2257,-107.69930959376507
2258,85.62264005974487
2259,-44.86017941730097
2260,26.112135850446066
2261,-70.93901674402878
2262,-55.51611722650705
2263,-61.30090148866293
2264,-74.07968805759447
2265,-61.000103247351944
2266,-25.85448548058048
2267,-113.49976349866483
2268,-76.37350927200168
2269,-95.25324208518941
2270,-87.15706350002438
2271,-65.65004713786766
2272,-95.46825369384896
2273,324.54051092870753
2274,-48.291455382015556
2275,-60.41297428077087
2276,-53.77161439554766
2277,-73.45301038492471
2278,-126.71161708666477
2279,-136.02067483996507
2280,-84.50084382039495
2281,-44.27899580025405
2282,-100.77390842197929
2283,-26.963639087975025
2284,-96.23541987128556
2285,-119.10337841021828
2286,-124.27480451436713
2287,-52.3730682580499
2288,-98.40776788257062
2289,-59.99791693891166
2290,-23.768263988604303
2291,-74.09131418261677
2292,-18.756848516699392
2293,-35.21201540483162
2294,-122.08947671297938
2295,-177.35143411310855
2296,-83.72881545708515
2297,-107.47335049626417
2298,-128.98078797617927
2299,-27.680333224358037
2300,-1.408011850900948
2301,-117.5565808705287
2302,-159.33960167097393
2303,-7.454257023287937
2304,-64.43825269909576
2305,-41.16735085064283
2306,-139.78538472973742
2307,16.070791535603348
2308,-93.78938822698547
2309,-54.89506287462427
2310,-36.6619039112702
2311,-73.29913610126823
2312,-10.396452398505062
2313,32.13803870767879
2314,-55.30139793769922
2315,-88.81267291214317
2316,-62.03522945707664
2317,-119.94177264085738
2318,60.22048629075289
2319,-95.21308591822162
2320,-82.48948772158474
2321,-60.52522007189691
2322,-44.561340702697635
2323,-53.9152515847818
2324,-102.56611410941696
2325,-11.653964725555852
2326,-105.65090781194158
2327,-58.76580581103917
2328,-0.2217740183987189
2329,-78.9699261294445
2330,7.738885681144893
2331,-59.373910018388415
2332,74.96850087866187
2333,-34.23547149740625
2334,-24.07398156655836
2335,-81.2362371799536
2336,-92.69244753441308
2337,-61.356052098213695
2338,-88.5102745317854
2339,-50.57261462957831
2340,-59.095731763285585
2341,-33.45582423370797
2342,-41.78369739935442
2343,-56.830842058654525
2344,-46.25729371403577
2345,-86.86595834419131
2346,4.352337914519012
2347,-57.545749426819384
2348,1.6686922013759613
2349,-50.29013376776129
2350,-70.40646112232935
2351,65.41538898943327
2352,-64.47810695122462
2353,74.89126185983332
2354,-54.36388470756356
2355,-109.54924886184745
2356,-93.41801331110764
2357,-79.40501026040874
2358,-83.36158054863336
2359,-63.0386544422945
2360,-72.7159503911389
2361,261.0555151000664
2362,-105.09857761318563
2363,245.75636247305192
2364,250.01532508977107
2365,-102.54551410030399
2366,-55.432042510132305
2367,-43.460471210768446
2368,253.3534669066721
2369,-81.81710853427649
2370,5.30777860537637
2371,-46.934960754122585
2372,-99.92166315251961
2373,-67.56188190705143
2374,-80.64516797242686
2375,-10.204826539304122
2376,-84.7231297045364
2377,-15.9228768479079
2378,-1.6155397103866562
2379,-33.39329126744997
2380,-99.62710220646113
2381,-50.252290409756824
2382,-47.93079078258597
2383,-45.95754381734878
2384,-22.50006238091737
2385,4.839561926200986
2386,282.8511760861141
2387,-89.74755030998494
2388,-116.41517652384937
2389,5.531412622804055
2390,-29.344994081184268
2391,-37.61076898557076
2392,-111.60381086876441
2393,125.80397219171937
2394,-64.13446434680372
2395,16.339526979252696
2396,-35.24409168353304
2397,-24.63428818853572
2398,236.1148090455681
2399,-131.44210765114985
2400,-106.24235597101506
2401,-63.06133950917865
2402,-15.866874008235754
2403,-30.028512552846223
2404,-14.139959815132897
2405,-111.25401829741895
2406,113.52422753839733
2407,-79.19806418777443
2408,-81.34969652153086
2409,-62.417134023155086
2410,-96.72039444046095
2411,-2.572302569868043
2412,-54.208215864840895
2413,-93.490800304804
2414,-70.71245116449427
2415,266.5210117366987
2416,-65.78599679330364
2417,-119.80114307603799
2418,-94.80436724674655
2419,-25.644128896994516
2420,-44.757525022665504
2421,-52.32859068620019
2422,-142.09003503387794
2423,-96.88668802854954
2424,-28.81756386021152
2425,-112.26279253447137
2426,-65.28667898382992
2427,-136.7606754899025
2428,70.45934081899031
2429,-14.691666105180047
2430,-52.022646030876786
2431,-129.70849348418415
2432,149.78854488638046
2433,-85.17043924273457
2434,-13.69680336304009
2435,-111.04536760016344
2436,-75.68448805762455
2437,-11.667473651468754
2438,-62.018970007717144
2439,182.99285253102158
2440,303.9788066387888
2441,266.4094725955104
2442,230.58786697385528
2443,-83.01554375328124
2444,-48.29116875624459
2445,-130.15818815177772
2446,-141.81822505407035
2447,-124.82232232787646
2448,-81.70354309096729
2449,-71.26284733519424
2450,-83.86808834364638
2451,-7.002055745804682
2452,-124.74344773433404
2453,-112.11697408393957
2454,-43.81560081237694
2455,-122.13122481503524
2456,-114.66822505008895
2457,-229.88737524161115
2458,-103.51498438371345
2459,-2.578130144975148
2460,-108.84422184154391
2461,-81.94019095257681
2462,-123.8069290833082
2463,-49.71616199694108
2464,-137.4361866256222
2465,-110.08430733725254
2466,-7.205534383363556
2467,-118.47869217768312
2468,-116.06890975893475
2469,-156.89597337786108
2470,-53.99617533944547
2471,-18.6751531700138
2472,-127.46807636797894
2473,-23.44304900523275
2474,-107.14755687257275
2475,-3.431658389978111
2476,-8.439255284378305
2477,-58.319489629619056
2478,-135.27734508155845
2479,247.87094175315957
2480,-25.527649258234305
2481,-51.735486058169045
2482,22.36382182710804
2483,-48.703830984421074
2484,-27.895641385752242
2485,-123.15238346795377
2486,13.745281780971709
2487,-98.90676209237427
2488,-42.43632140138652
2489,272.1481106579361
2490,-101.18091276811901
2491,-100.80474668939132
2492,-106.37217144167516
2493,-67.03961674515085
2494,-85.55480122403242
2495,-0.018074325460474938
2496,-76.04837803542614
2497,-40.07680476573296
2498,-32.06654255824833
2499,-103.67759567825124
2500,-86.15978176111821
2501,250.6847582977207
2502,1.500776301138103
2503,3.905722226249054
2504,-24.747246669168817
2505,-18.62142396136187
2506,-77.73788836490712
2507,-53.00402838201262
2508,-38.274728666525334
2509,-80.36144827166572
2510,-34.461101943277754
2511,-66.21838284411933
2512,22.104669950451353
2513,-7.835516641032882
2514,53.295446917414665
2515,-50.407742851413786
2516,-32.139397807681235
2517,-22.678333515650593
2518,-61.279183570761234
2519,-33.84218095117831
2520,-72.48965692939237
2521,-47.46095081738895
2522,284.636732385151
2523,306.2150512754485
2524,-86.94135852111503
2525,-29.58400046877796
2526,-88.85556811436254
2527,-8.479671539971605
2528,5.536476934095845
2529,-35.06623982649762
2530,-72.83265503618168
2531,92.25471077642578
2532,-74.20051796082407
2533,-252.4861404169351
2534,-77.35194017109461
2535,-57.568433607695624
2536,-64.23496328899637
2537,-71.83044876442727
2538,-33.66374674014514
2539,-96.88024255516939
2540,-60.78124082018621
2541,-25.4149668647442
2542,-56.85588837554678
2543,-22.104296087287366
2544,-38.80125860904809
2545,-87.54228563362267
2546,11.4861102757568
2547,-33.54650321789086
2548,290.48113813927796
2549,-44.509106372483075
2550,-60.576545474585146
2551,-81.66976613132283
2552,-31.077828730863985
2553,-73.64892902970314
2554,-80.44719322852325
2555,-84.77120953099802
2556,-85.956741454429
2557,68.13629733142443
2558,-64.50126946659293
2559,40.444366002688184
2560,310.0452556272693
2561,-67.62000908120535
2562,1.570919611491263
2563,-25.29109420068562
2564,-67.07473678166207
2565,79.26097228653043
2566,216.1278501933848
2567,-72.3724003948737
2568,-5.668490463547641
2569,-66.99193311588897
2570,41.742136832084725
2571,-38.73470293125138
2572,-46.80500002473127
2573,-25.515769338817336
2574,-45.105582585791126
2575,-7.832454375689849
2576,-46.69145201268839
2577,64.30161537216918
2578,-8.655674045876367
2579,-24.92701059987303
2580,-60.40360370581038
2581,-27.849171951645985
2582,18.79212981805904
2583,65.33701872992015
2584,-67.55033423937857
2585,6.239709289278835
2586,51.989556317690585
2587,-83.74442613916472
2588,154.17939122525934
2589,181.38434139529687
2590,-1.8457869169069454
2591,-47.20592084922828
2592,-53.60971562610939
2593,3.6065494031645358
2594,46.670292873180415
2595,-49.295374623383395
2596,-31.949423240737815
2597,300.85042741881693
2598,-43.76067941301153
2599,-2.0678761759772897
2600,262.7014094509406
2601,-59.495704682449286
2602,5.361586440354586
2603,-29.301178934052587
2604,-17.64122978504747
2605,129.5623130016029
2606,-65.88172599268728
2607,178.22806635412235
2608,-11.657231887220405
2609,-6.56399029068416
2610,-46.09146861964837
2611,-53.669047835166566
2612,139.1037368432153
2613,168.59567729351875
2614,168.87842154225234
2615,-3.924805603688583
2616,72.38606056445997
2617,-71.81367441033944
2618,163.94051786024656
2619,-58.65212530386634
2620,-12.850097650196403
2621,-68.01310667325743
2622,39.04369007174398
2623,-73.84975625673542
2624,-46.28472432424314
2625,-36.726445374428295
2626,-27.703244580654427
2627,38.58046972373904
2628,-75.66680660261773
2629,254.09576845648044
2630,-62.71179169375682
2631,-2.767875424120575
2632,12.427085245260969
2633,-69.25111189857125
2634,-1.2368596865562722
2635,-30.859601406846195
2636,0.05206926818937063
2637,-74.34419165755389
2638,-62.41738480105414
2639,150.1707339542918
2640,25.469083563657477
2641,10.787139555905014
2642,-35.901779919164255
2643,-41.68529647157993
2644,-7.766666313531459
2645,-17.82548056228552
2646,-2.9863583317492157
2647,-53.07905850512907
2648,4.926542320783483
2649,-31.048947188861348
2650,26.712631344562396
2651,3.3422325688879937
2652,-34.93663896410726
2653,0.0738998408196494
2654,103.97741635789134
2655,-54.785218005185015
2656,29.55237075779587
2657,80.67614721442897
2658,23.225058324751444
2659,-26.936964393476956
2660,-57.608263887465
2661,189.15330851249337
2662,221.54966454753685
2663,-12.496855617617257
2664,-26.416276479838416
2665,16.20438252016902
2666,199.67515590287076
2667,190.26741906022653
2668,180.5731147182911
2669,-52.19928565714508
2670,-57.553144675679505
2671,283.9714397843927
2672,-38.5335489383433
2673,180.20116824657606
2674,84.90296819543784
2675,202.26259262230963
2676,-83.27978175261524
2677,178.6856997915545
2678,-36.466288717172574
2679,1.241770293097943
2680,88.55736946148318
2681,5.357244172133505
2682,61.700794958778715
2683,106.35326229175553
2684,128.1252158016432
2685,-31.719098806381226
2686,59.773837148540224
2687,208.73161342102617
2688,193.5409951654759
2689,165.20850581836265
2690,170.15411918337423
2691,-12.230513046586566
2692,-17.130648360354826
2693,183.94331375742877
2694,-1.9982846664497629
2695,211.75720622055633
2696,20.191870538231342
2697,137.6528098003373
2698,51.63761989446357
2699,1.806348972779233
2700,-28.299266571644694
2701,-33.79239558707923
2702,29.630914214765653
2703,48.154692492913455
2704,106.00689331951435
2705,-65.36384962679585
2706,40.36830897324137
2707,69.53067150683273
2708,-7.7782574945595115
2709,-26.876228116918355
2710,-19.111999909568112
2711,-2.7092685446550604
2712,12.552134884521365
2713,197.20298910892518
2714,9.639037975808606
2715,15.657546243048273
2716,22.109807482454926
2717,-32.234201525803655
2718,-37.89094191644108
2719,52.02613546887187
2720,5.780276708537713
2721,3.878210861934349
2722,40.17848474557104
2723,-21.13666368025588
2724,-1.4363747116876766
2725,-26.492661509822938
2726,-22.818034171592444
2727,-79.91858475992922
2728,-49.3004764765501
2729,40.912274084053934
2730,-5.115408397745341
2731,41.678171996652964
2732,-41.8513085617451
2733,-10.382981807459146
2734,139.82277549558785
2735,74.99180182399482
2736,256.2449585177176
2737,-84.69141903426498
2738,-74.35481120890472
2739,-24.566678363946266
2740,166.75402085902547
2741,-60.26304031466134
2742,15.890204306517262
2743,-61.34989456622861
2744,-8.397777378784667
2745,72.06071033624994
2746,-3.911206078948453
2747,78.36988612760979
2748,-10.266765449516242
2749,-50.98398060433101
2750,2.999288050166797
2751,-48.29211275954731
2752,0.47738170716911554
2753,-65.83943481359165
2754,20.47764039086178
2755,24.10490241914522
2756,5.73938642651774
2757,-6.453552971768659
2758,-9.05038507701829
2759,-8.93305078195408
2760,-29.854355920106173
2761,-36.684919051826
2762,-34.00170515361242
2763,-37.226588798395824
2764,-38.8725718294736
2765,-37.187357401358895
2766,-64.07417798414826
2767,-110.62765086628497
2768,-115.89110060333041
2769,-95.55453454935923
2770,-66.55490332955378
2771,-84.49804146890529
2772,-17.183089228114113
2773,-107.0111128597564
2774,-31.117946692742407
2775,-120.63117411242274
2776,-50.53355989442207
2777,-48.02845939830877
2778,-87.46426606061868
2779,-6.696018342918251
2780,-14.026261520179105
2781,-50.877594927558675
2782,-49.50690386095084
2783,-45.782729987986386
2784,-63.13492355728522
2785,-99.96301515749656
2786,-77.21422497066669
2787,-17.948394540551817
2788,-39.38826807355508
2789,-32.86749342881012
2790,-60.27936358842999
2791,-54.33213209104724
2792,-26.209769225679338
2793,-72.08415355882607
2794,-76.34713149946765
2795,-5.913389054010622
2796,-30.871712651569396
2797,-61.62689262116328
2798,-19.03752216824796
2799,-38.90095412515075
2800,-48.72441315976903
2801,-28.13547867629677
2802,-26.031012315186672
2803,-59.21012134902412
2804,-22.099342832691036
2805,-45.31133809720632
2806,-81.97409319528379
2807,-51.58967071434017
2808,-10.060849873851112
2809,119.51205446338281
2810,-65.0126799880527
2811,-42.13928337814286
2812,-61.80235049664043
2813,-18.082864797208458
2814,-13.009462209185585
2815,-68.30408600938972
2816,-15.609489274618682
2817,-91.28710322687402
2818,-47.30275549989892
2819,-6.750812366139144
2820,-38.88801973045338
2821,-85.84344940329902
2822,113.03836125839734
2823,-11.911889116512612
2824,-56.63202989147976
2825,-42.668581190984696
2826,-27.449168345803628
2827,-41.331224439432845
2828,236.40482569721098
2829,-4.759361757780425
2830,-41.434879055275815
2831,-43.83207825839054
2832,-17.724519227049313
2833,-76.80091727466788
2834,-115.39808554775664
2835,-48.42655520839617
2836,-32.108170341572986
2837,-25.743300664355047
2838,-37.787939463567454
2839,-44.59385048830882
2840,204.5114992071176
2841,-32.051832447294146
2842,-21.30395872949157
2843,-29.531755871605128
2844,-68.6056454286445
2845,-48.575015669630375
2846,-55.293327568797395
2847,-37.778210293123266
2848,-31.77463087835349
2849,46.16838468575679
2850,-71.2845125165768
2851,-32.99243226228282
2852,-25.553655620315112
2853,138.95781364227878
2854,-32.28090200992301
2855,18.26501206366811
2856,-32.66175292956177
2857,-35.278482147841714
2858,10.847935035650153
2859,-91.52209775918163
2860,-50.85702671343461
2861,155.4463781209197
2862,-10.607736124482471
2863,-66.55961881414987
2864,-71.82942532724701
2865,-26.381078791222535
2866,-5.210473670013016
2867,-27.868739883881062
2868,-47.82771520805545
2869,-40.18676992831752
2870,-78.76943827350624
2871,15.988961953669786
2872,-36.839323828797205
2873,-70.19390196632594
2874,-87.11470634618308
2875,-14.616847188211977
2876,-29.724035946681397
2877,17.921103397617117
2878,121.26068640779704
2879,-58.22722892626189
2880,-11.813663009554148
2881,9.434454572838149
2882,-71.14951732940972
2883,-52.39133474044502
2884,-40.74687062203884
2885,-57.51085880052415
2886,-28.35515690688044
2887,-36.73808796261437
2888,-42.72039474186022
2889,144.02454681505333
2890,-26.018124136084225
2891,-72.1378363778349
2892,-54.95263544516638
2893,-68.99302825750783
2894,3.5120809194631875
2895,-22.43888388783671
2896,-33.92031767347362
2897,-36.913894337951206
2898,-76.77898817195091
2899,-29.789358805282973
2900,-45.26043694791588
2901,-2.903909704880789
2902,-91.19464446825441
2903,-43.83985007944284
2904,-32.55251498683356
2905,124.44634343354846
2906,137.4266152785858
2907,-76.57617255901278
2908,-63.06111154612154
2909,-55.39804625697434
2910,-48.550410974770784
2911,-75.47465830133297
2912,-82.83054138245643
2913,-30.25595270935446
2914,-8.902029184122512
2915,-57.062788902258035
2916,-90.17853754432872
2917,-98.68993688054616
2918,-66.55451142208767
2919,-51.814914437010884
2920,-56.728187560802326
2921,-55.474357634666376
2922,-8.537852604407817
2923,-35.47459349775454
2924,13.697594269033289
2925,-30.354064194718376
2926,-49.44635488849599
2927,-18.93201555777341
2928,-17.183626461366657
2929,-46.680003493991535
2930,-71.77777616841195
2931,-74.1446225309628
2932,-72.29907543046284
2933,-26.3735245076532
2934,-50.468488906510174
2935,-65.7467237614328
2936,-38.6678426945582
2937,-22.930327587742795
2938,-52.35647432692349
2939,-63.11057889123913
2940,-25.040899492101744
2941,-62.36290745274164
2942,-87.263534648926
2943,-38.393734506564215
2944,-13.866243715165183
2945,-51.174423966091126
2946,-33.671178286895156
2947,-53.060104429103376
2948,-54.698896382469684
2949,-54.27705067778879
2950,-25.00764855684247
2951,-6.574852240722976
2952,-53.33888045977801
2953,-22.99660698417574
2954,-19.003541554347976
2955,-63.688641959102824
2956,1.9433717699721456
2957,-10.210870340990368
2958,-18.856094062910415
2959,-16.37722139339894
2960,-78.2647803319851
2961,-86.54445691173896
2962,-39.43790140282363
2963,-60.794123367988504
2964,-33.7178110582463
2965,-30.265099271549843
2966,-49.39761142246425
2967,-9.140508073847741
2968,-59.01417169184424
2969,-6.76216439739801
2970,-51.73247724305838
2971,-22.282934488961473
2972,-54.01756168497377
2973,-53.44665729114786
2974,-32.18868681908134
2975,-16.143288206701982
2976,-64.6885494356975
2977,-49.72873237624299
2978,-47.0155543689616
2979,-76.96603983041132
2980,-33.69064146000892
2981,-49.556138345215004
2982,-58.94743999489583
2983,-42.459994229953736
2984,-32.02160949038807
2985,-68.2067687716335
2986,-51.3728262046352
2987,-89.84420096612303
2988,-52.664939023967236
2989,6.8465788145549595
2990,-33.73241076170234
2991,-32.352272087708116
2992,-55.98780668352265
2993,-68.29051447191159
2994,-64.79682904543006
2995,-56.68627817701781
2996,-53.26322884406545
2997,3.9110875595360994
2998,-61.07179684925359
2999,-33.122194762312574
3000,-32.581217375351116
3001,-49.299713180538674
3002,-51.98172924132086
3003,-10.299753731116652
3004,-29.44887023093179
3005,42.38072914656368
3006,-51.34791508418493
3007,-9.5825520765502
3008,-27.414929808001034
3009,-70.97199253668077
3010,4.020749278308358
3011,-37.32096973108128
3012,-43.49349855350738
3013,-38.89435021276586
3014,161.43319054227706
3015,139.47826405691146
3016,-25.23351829627063
3017,-39.942500069737434
3018,189.43787510895754
3019,-7.801361348334467
3020,-34.80794583121315
3021,-23.176743695046753
3022,-78.44477804255439
3023,160.07474946142906
3024,-41.9579028529115
3025,-25.464715728303418
3026,-30.45544659440111
3027,-31.71910630527418
3028,-47.334633366263006
3029,-7.10297896299744
3030,-51.21582817542367
3031,-34.71923869827879
3032,196.46294867921
3033,-48.752827334494214
3034,-2.1035543045727536
3035,-19.560582485028135
3036,-0.252235579493572
3037,-60.75115033891052
3038,-75.07341855264895
3039,-80.16172159928828
3040,0.7823945814743638
3041,-33.48082327796146
3042,-61.390309180907934
3043,1.0728608001954854
3044,-61.50843512208667
3045,-27.01931763389439
3046,6.333063120953739
3047,-13.65698407473974
3048,-41.31981726572849
3049,-49.452959838788956
3050,-61.48552711447701
3051,-53.6887014816748
3052,-26.848988558689598
3053,-34.04655303270556
3054,-90.06062662508339
3055,-59.67158499150537
3056,-49.265629793168046
3057,-100.60662278532982
3058,-31.908225733204745
3059,-59.749704525420384
3060,-45.87963689817116
3061,-12.674549880321138
3062,-7.554740287327149
3063,-55.17467989423312
3064,-28.42323262791615
3065,4.783555096757482
3066,-36.034520241155406
3067,-55.42370044084964
3068,-53.50080803656601
3069,39.69498629313563
3070,-23.30319739400875
3071,-65.7224236127222
3072,-60.52509402506985
3073,-38.31992319598794
3074,-46.2046130503295
3075,-23.38131411653012
3076,-35.77951773424866
3077,-55.97905341355363
3078,-11.508227520156652
3079,-49.673199775628746
3080,186.69319119358204
3081,-62.10954266274348
3082,-57.02822884521447
3083,32.73583902878454
3084,-16.307478255592287
3085,168.11199682963377
3086,-47.02690335461739
3087,152.1916181239539
3088,-11.810360824456438
3089,-35.76151222654153
3090,-42.65542049193755
3091,139.35385842580553
3092,166.0170465099605
3093,-43.79780369717628
3094,-36.93787090526894
3095,-76.09792235377245
3096,-29.951914262375794
3097,-35.315150355687365
3098,-46.039944707416
3099,-46.24355406322866
3100,-48.58677780907601
3101,-30.19940415417659
3102,3.9451750344596803
3103,-61.94821037534712
3104,-35.9708437192312
3105,-26.125797206070274
3106,-8.604818574167439
3107,-41.58447105484083
3108,-52.3139655760242
3109,-68.42763166839723
3110,-55.927294647088274
3111,-43.42538459110074
3112,-20.26547769177705
3113,-45.817960667423904
3114,-69.08887319872156
3115,-28.805810270248912
3116,-40.2939991557505
3117,-25.81402326398529
3118,-25.60295009368565
3119,-7.826928813999984
3120,-30.646744376281276
3121,-43.03406709711999
3122,-36.36316950339824
3123,-47.34006057243096
3124,-54.53133858088404
3125,-86.65003370819613
3126,-37.91528159426525
3127,-25.808657985151513
3128,-24.193110878346488
3129,-12.269114921451546
3130,-9.073638134635985
3131,11.878737008431926
3132,-1.8080383272026666
3133,-20.615873110597022
3134,-31.656088651390746
3135,-0.6606648075394332
3136,10.673587621597107
3137,-46.90395104553318
3138,-25.179737489670515
3139,25.186905271257274
3140,-26.0966021703789
